competition_track,canonical_position_code,athlete_name,position_family,nationality,hub_elite_score,seed_rank_anchor,shortlist_stage,source_audit_status,inclusion_type,priority_block,owner,target_shortlist_size,current_shortlist_size,next_expansion_target,notes
masculino,goleiro,Peter Schmeichel,goleiro,Denmark,,10,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,meia_ofensivo,Kevin De Bruyne,meia,Belgium,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,volante,Rodri,volante,Spain,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,volante,N'Golo Kante,volante,France,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,volante,Xabi Alonso,volante,Spain,,8,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,volante,Fernando Redondo,volante,Argentina,,9,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,volante,Roy Keane,volante,Ireland,,10,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,zagueiro,Carles Puyol,zagueiro,Spain,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,zagueiro,Rio Ferdinand,zagueiro,England,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,zagueiro,Gerard Pique,zagueiro,Spain,,8,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,zagueiro,John Terry,zagueiro,England,,9,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,zagueiro,Nemanja Vidic,zagueiro,Serbia,,10,top10_audited_approved,external_audit_passed,discovery_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,zagueiro,Alex Greenwood,zagueiro,England,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,zagueiro,Dominique Janssen,zagueiro,Netherlands,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,centroavante,Romario,atacante,Brazil,,7,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,centroavante,Ruud van Nistelrooy,atacante,Netherlands,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,centroavante,Didier Drogba,atacante,Ivory Coast,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,centroavante,Sergio Aguero,atacante,Argentina,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,meia_ofensivo,Francesco Totti,meia,Italy,,7,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,meia_ofensivo,Pavel Nedved,meia,Czech Republic,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,meia_ofensivo,Juan Roman Riquelme,meia,Argentina,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,meia_ofensivo,Bruno Fernandes,meia,Portugal,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,lateral_direito,Kelley O'Hara,lateral,United States,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,lateral_direito,Mariona Caldentey,lateral,Spain,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,lateral_direito,Noelle Maritz,lateral,Switzerland,,8,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,lateral_esquerdo,Stephanie Catley,lateral,Australia,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,lateral_esquerdo,Crystal Dunn,lateral,United States,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,meia_central,Sjoeke Nusken,meia,Germany,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,meia_central,Patricia Guijarro,meia,Spain,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,ponta_direita,Lauren Hemp,ponta,England,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,ponta_direita,Chloe Kelly,ponta,England,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,ponta_esquerda,Lieke Martens,ponta,Netherlands,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,ponta_esquerda,Pernille Harder,ponta,Denmark,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,segundo_atacante,Lauren James,atacante,England,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,segundo_atacante,Fran Kirby,atacante,England,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,segundo_atacante,Asisat Oshoala,atacante,Nigeria,,8,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,segundo_atacante,Salma Paralluelo,atacante,Spain,,9,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_direito,Trent Alexander-Arnold,lateral,England,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_direito,Gary Neville,lateral,England,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_direito,Joao Cancelo,lateral,Portugal,,8,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_direito,Kyle Walker,lateral,England,,9,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_direito,Achraf Hakimi,lateral,Morocco,,10,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_esquerdo,Patrice Evra,lateral,France,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_esquerdo,Andrew Robertson,lateral,Scotland,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_esquerdo,Theo Hernandez,lateral,France,,8,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,lateral_esquerdo,Bixente Lizarazu,lateral,France,,9,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,meia_central,Toni Kroos,meia,Germany,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,meia_central,Clarence Seedorf,meia,Netherlands,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,meia_central,Steven Gerrard,meia,England,,8,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,meia_central,Frank Lampard,meia,England,,9,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,meia_central,Paul Scholes,meia,England,,10,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,ponta_direita,David Beckham,ponta,England,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,ponta_direita,Riyad Mahrez,ponta,Algeria,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,ponta_esquerda,Sadio Mane,ponta,Senegal,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,ponta_esquerda,Ryan Giggs,ponta,Wales,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,segundo_atacante,Lionel Messi,atacante,Argentina,,6,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
masculino,segundo_atacante,Paulo Dybala,atacante,Argentina,,7,top10_audited_approved,external_audit_passed,discovery_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via discovery aprovado para top 10 auditado
feminino,lateral_direito,Ashley Lawrence,lateral,Canada,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,lateral_esquerdo,Selina Cerci,lateral,Germany,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,lateral_esquerdo,Jonna Andersson,lateral,Sweden,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,lateral_esquerdo,Sandy Baltimore,lateral,France,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,meia_central,Jackie Groenen,meia,Netherlands,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,meia_central,Ingrid Engen,meia,Norway,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,meia_central,Walsh Keira,meia,England,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,ponta_direita,Nikita Parris,ponta,England,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,ponta_direita,Tabitha Chawinga,ponta,Malawi,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,ponta_esquerda,Racheal Kundananji,ponta,Zambia,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,ponta_esquerda,Jule Brand,ponta,Germany,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,ponta_esquerda,Raso Hayley,ponta,Australia,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,segundo_atacante,Trinity Rodman,atacante,United States,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,volante,Debinha,volante,Brazil,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_1_core_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,lateral_esquerdo,David Alaba,lateral,Austria,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,ponta_direita,Bernardo Silva,ponta,Portugal,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,ponta_direita,Bukayo Saka,ponta,England,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,ponta_direita,Leroy Sane,ponta,Germany,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,ponta_esquerda,Son Heung-min,ponta,South Korea,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,segundo_atacante,Thomas Muller,atacante,Germany,,8,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,segundo_atacante,Alessandro Del Piero,atacante,Italy,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,ponta_direita,Johanna Rytting Kaneryd,ponta,Sweden,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,ponta_esquerda,Raheem Sterling,ponta,England,,9,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,ponta_esquerda,Khvicha Kvaratskhelia,ponta,Georgia,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido via reposicao unica para completar top 10 auditado
masculino,segundo_atacante,Carlos Tevez,atacante,Argentina,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Diego Torres,25,25,25,promovido via reposicao unica para completar top 10 auditado
feminino,lateral_direito,Jayde Riviere,lateral,Canada,,10,top10_audited_approved,external_audit_passed,unique_gap_replenishment_promoted,phase_2_support_positions,Helena Martins,25,25,25,promovido via reposicao unica final para completar top 10 auditado
feminino,centroavante,Tessa Wullaert,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,centroavante,Alexandra Popp,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,centroavante,Cristiane,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,centroavante,Khadija Shaw,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,centroavante,Lotta Schelin,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,goleiro,Sari van Veenendaal,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,goleiro,Almuth Schult,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,goleiro,Bente Nordby,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,goleiro,Emma Byrne,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,goleiro,Daphne van Domselaar,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,meia_ofensivo,Amanda Gutierres,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,meia_ofensivo,Melchie Dumornay,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,meia_ofensivo,Carla Couto,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,meia_ofensivo,Louisa Necib,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,meia_ofensivo,Gaetane Thiney,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,volante,Damaris Egurrola,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,volante,Teresa Abelleira,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,volante,Jill Scott,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,volante,Rebeca Bernal,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,volante,Sophie Ingle,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,zagueiro,Nilla Fischer,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,zagueiro,Steph Houghton,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,zagueiro,Naomi Girma,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,zagueiro,Amanda Ilestedt,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,zagueiro,Alanna Kennedy,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,centroavante,Gabriel Batistuta,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,centroavante,Alan Shearer,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,centroavante,Harry Kane,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,centroavante,Edinson Cavani,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,centroavante,Christian Vieri,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,goleiro,Sepp Maier,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,goleiro,Jan Oblak,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,goleiro,David de Gea,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,goleiro,Claudio Taffarel,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,goleiro,Keylor Navas,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,meia_ofensivo,Rivaldo,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,meia_ofensivo,Michael Laudrup,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,meia_ofensivo,Gheorghe Hagi,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,meia_ofensivo,Rui Costa,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,meia_ofensivo,Juninho Pernambucano,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,volante,Gennaro Gattuso,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,volante,Joshua Kimmich,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,volante,Javier Mascherano,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,volante,Dunga,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,volante,Daniele De Rossi,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,zagueiro,Jaap Stam,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,zagueiro,Marcel Desailly,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,zagueiro,Laurent Blanc,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,zagueiro,Ronald Koeman,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,zagueiro,Giorgio Chiellini,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,lateral_direito,Hanna Glas,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,lateral_direito,Ashleigh Neville,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,lateral_direito,Nicoline Sorensen,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,lateral_direito,Eve Perisset,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
